Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;15.0;10.0;4;20.0;
6;1;9.0;10.0;6;20.0;1;16.0;10.0;4;20.3999996185;
7;1;9.5;10.0;6;20.0;1;17.0;10.1999998093;2;20.7264003754;
8;1;9.5;10.0;6;20.3999996185;1;17.4358406067;10.3632001877;2;21.8194274902;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;18.0916557312;10.9097137451;2;22.7316036224;
10;1;9.66343975067;10.3632001877;6;20.9903717041;1;19.0916557312;11.3658018112;2;23.4745616913;
11;1;9.72283363342;10.4951858521;6;22.0419120789;1;20.0916557312;11.7372808456;2;24.0673980713;
12;1;9.95943069458;11.0209560394;6;22.9143505096;1;21.0916557312;12.0336990356;3;24.5325260162;
13;1;11.7228336334;11.4571752548;6;23.6214065552;1;22.0916557312;12.2662630081;3;24.892534256;
14;1;12.7228336334;11.8107032776;6;24.1832637787;1;23.0916557312;12.446267128;3;25.0;
15;1;13.7228336334;12.0916318893;6;24.6226100922;1;24.0916557312;12.5;3;25.0;
16;1;14.7228336334;12.3113050461;6;24.9617595673;1;25.0916557312;12.5;3;25.0;
17;1;15.7228336334;12.4808797836;6;25.0;1;26.0916557312;12.5;3;25.0;
18;1;16.7228336334;12.5;7;25.0;1;27.0;12.5;4;25.0;
19;1;17.625;12.5;7;25.0;1;27.0;12.5;4;25.0;
20;1;17.625;12.5;7;25.0;1;27.0;12.5;4;25.0;
21;1;17.625;12.5;7;25.0;1;27.0;12.5;4;25.0;
22;1;17.625;12.5;8;25.0;1;27.0;12.5;4;25.0;
23;1;17.625;12.5;8;25.0;1;27.0;12.5;4;25.0;
24;1;17.625;12.5;8;25.0;1;27.0;12.5;4;25.0;
25;1;17.625;12.5;7;25.0;1;27.0;12.5;4;25.0;
26;1;17.625;12.5;7;25.0;1;27.0;12.5;4;25.0;
27;1;17.625;12.5;5;25.0;1;27.0;12.5;4;25.0;
28;1;17.625;12.5;4;25.0;1;27.0;12.5;5;25.0;
29;1;17.625;12.5;4;25.0;1;27.0;12.5;5;25.0;
30;1;17.625;12.5;4;25.0;1;27.0;12.5;6;25.0;
31;1;15.625;13.5;4;25.0;1;27.0;12.5;7;25.0;
32;1;14.625;14.5;4;25.0;1;27.0;12.5;7;25.0;
33;1;13.625;15.5;4;25.0;1;27.0;12.5;6;25.0;
34;1;12.625;16.5;5;25.0;1;27.0;12.5;6;25.0;
35;1;12.0;17.5;5;25.0;1;27.0;13.5;7;25.0;
36;1;12.0;18.5;5;25.0;1;27.0;14.5;7;25.0;
37;1;12.0;19.5;5;25.0;1;27.0;15.5;7;25.0;
38;1;12.0;20.5;5;25.0;1;27.0;16.5;8;25.0;
39;2;12.0;21.5;4;25.0;1;27.0;17.5;8;25.0;
40;2;12.0;22.5;5;25.0;1;27.0;17.5;8;25.0;
41;2;12.0;23.5;4;25.0;1;27.0;17.5;8;25.0;
42;2;12.0;24.5;4;25.0;1;27.0;17.5;9;25.0;
43;2;12.0;25.5;5;25.0;1;27.0;17.5;9;25.0;
44;2;12.0;26.5;5;25.0;1;27.0;17.5;8;25.0;
45;2;12.0;27.5;5;25.0;1;27.0;17.5;8;25.0;
46;2;12.0;28.5;5;26.0;1;27.0;17.5;8;25.0;
47;2;13.0;29.5;5;26.0900000334;1;27.0;17.5;8;25.0;
48;2;15.0;27.5;5;26.1871190071;1;27.0;17.5;7;25.0;
49;2;14.2671012878;28.5;5;26.2917383909;1;27.0;17.5;7;25.0;
50;2;14.290640831;29.5;5;26.4042263031;1;27.0;17.5;6;25.0;
51;2;15.3159503937;27.5;14;26.5249304771;1;27.0;17.5;6;25.0;
52;2;14.3431091309;28.5;15;26.6541694403;1;27.0;17.5;7;25.0;
53;2;14.3721885681;29.5;14;26.2922235727;1;27.0;17.5;7;25.0;
54;2;15.2907505035;27.5;7;25.4047474861;1;27.0;17.5;7;25.0;
