Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;5;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.42599964142;10.9200000763;4;23.5501437187;1;7.55000019073;9.30000019073;5;17.0;
6;2;9.50549983978;11.2650718689;4;24.1268010139;1;8.55000019073;8.5;5;17.0;
7;2;10.4285306931;11.543302536;4;24.588925004;1;8.82499980927;8.5;5;17.0;
8;2;10.5325078964;11.7641716003;4;25.2016390562;1;8.82499980927;8.5;5;17.0;
9;2;10.6703691483;12.0549411774;4;25.6890956163;1;8.82499980927;8.5;5;17.3400001526;
10;2;10.780046463;12.2827939987;4;26.0737844706;2;8.9015007019;9.06999969482;4;18.6278438568;
11;2;10.8666009903;12.4589796066;5;26.1886988878;2;9.1912651062;8.81392192841;4;18.9472261667;
12;2;13.787317276;12.5;5;26.222116828;2;9.26312637329;8.93486309052;4;19.9789875746;
13;2;15.787317276;12.5;5;26.2560658455;2;9.49527168274;9.39324569702;5;20.8964561224;
14;2;16.8098716736;12.5;5;26.2905315161;2;11.3173274994;9.78903102875;4;21.7039344311;
15;2;17.8176269531;12.5;5;26.3254981041;2;13.3173274994;10.1240053177;4;22.4110306501;
16;2;18.8254928589;12.5;5;26.3609485626;2;15.3173274994;10.4026165009;3;23.0305528641;
17;2;19.8334693909;12.5;5;26.3968646526;2;16.0206890106;11.3384075165;3;23.5766518116;
18;2;19.9392948151;12.5;6;26.433226943;2;17.0206890106;11.5938024521;3;24.0634207726;
19;2;19.9474754333;12.5;6;26.4700145721;2;18.5012798309;10.9637317657;3;24.3413090706;
20;2;19.9557533264;12.5;6;26.5072057247;2;18.9500007629;11.9365234375;3;24.5615956783;
21;2;19.9641208649;12.5;7;26.5447772741;2;18.9500007629;12.024638176;3;24.7969653606;
22;3;19.972574234;12.5;6;26.5827050209;2;18.9500007629;12.1187858582;4;25.04737854;
