Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.25;
3;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.3250000477;
4;1;9.0;10.0;5;20.0;2;12.3299999237;8.625;4;18.4048187733;
5;1;10.0;10.0;4;20.0;2;13.5928907394;8.625;4;18.4896422625;
6;1;11.0;10.0;4;20.0;2;14.6437854767;8.625;3;18.9370404482;
7;1;11.0;10.0;3;20.3999996185;2;15.7052240372;8.79749965668;3;19.3377203941;
8;1;11.1199998856;10.1999998093;2;20.7264003754;2;16.6026325226;8.94309806824;3;20.2640939951;
9;1;11.2179203033;10.3632001877;2;20.9903717041;2;17.158454895;9.3333568573;3;21.0911588669;
10;1;11.2971115112;10.4951858521;2;22.0419120789;2;17.6546936035;9.6677980423;3;21.825745225;
11;1;11.6125736237;11.0209560394;2;22.9143505096;2;19.6546936035;9.94955635071;3;22.4779946804;
12;1;11.8743057251;11.4571752548;2;23.6214065552;2;21.6546936035;10.1834592819;3;23.0597279072;
13;1;13.6125736237;11.8107032776;3;24.1832637787;2;22.8358383179;10.3752222061;3;23.5831325054;
14;1;14.6125736237;12.0916318893;3;24.6226100922;2;24.1142711639;10.5308046341;4;23.9979176521;
15;1;15.6125736237;12.3113050461;3;24.9617595673;2;25.2501068115;10.625;4;24.2384176254;
16;1;16.6125736237;12.4808797836;3;25.0;2;26.3944072723;10.625;4;24.4927792549;
17;1;17.6125736237;12.5;3;25.0;2;27.5470237732;10.625;4;24.7605426311;
18;1;18.6125736237;12.5;3;25.0;2;28.7076816559;10.625;4;25.0410158634;
19;1;19.5;12.5;4;25.0;2;29.0246086121;10.625;4;25.3332648277;
