Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
5;1;7.55000019073;9.30000019073;5;17.0;1;12.8999996185;8.625;5;17.25;
6;1;8.55000019073;8.5;5;17.0;1;13.8999996185;8.625;5;17.25;
7;1;8.82499980927;8.5;5;17.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;8.82499980927;8.5;5;17.0;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;8.82499980927;8.5;5;17.3400001526;1;15.7317180634;8.94309806824;5;18.6667137146;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;16.8000278473;9.3333568573;4;20.3355960846;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;18.8000278473;9.6677980423;4;20.9291126728;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;20.8000278473;9.94955635071;4;21.4275095463;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;21.8363819122;10.1834592819;3;21.8422105312;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;22.8550872803;10.3752222061;3;22.185126543;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;23.8741378784;10.5308046341;4;22.4058350325;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;24.8935279846;10.625;4;22.4387089014;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;25.9132537842;10.625;4;22.4721269608;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;26.933303833;10.625;4;22.5060760975;
19;1;16.0206890106;10.9637317657;5;22.0;2;27.5036449432;10.625;4;22.5405418873;
20;1;16.9500007629;11.0;5;22.0;2;27.5243244171;10.625;4;22.5755085945;
21;1;16.9500007629;11.0;4;22.0;2;27.5453052521;10.625;5;22.6109591722;
22;1;16.9500007629;11.0;5;22.0;2;27.566576004;10.625;5;22.6468753815;
23;1;16.9500007629;11.0;6;22.0;2;27.5881252289;10.625;5;22.6832377911;
24;1;16.9500007629;11.0;6;22.0;2;26.75;11.3416185379;6;22.7200255394;
25;1;14.9500007629;12.0;6;22.0;2;26.75;11.3600130081;6;22.7572168112;
26;1;13.9500007629;13.0;6;22.0;2;26.75;11.3786087036;6;22.7947884798;
27;1;12.9500007629;14.0;6;22.0;2;26.75;11.3973941803;6;22.8327163458;
28;1;12.0;15.0;8;22.0;2;26.75;11.4163579941;7;22.8709751368;
29;1;12.0;16.0;7;22.0;2;26.75;11.4354877472;7;22.9095385075;
30;1;12.0;17.0;7;22.0;2;26.75;11.4547691345;7;22.9483793974;
31;1;12.0;18.0;7;22.0;2;26.75;11.4741897583;7;22.9874696732;
32;1;12.0;19.0;7;22.0;2;26.75;11.4937343597;6;23.0267804861;
33;1;12.0;20.0;7;22.0;2;26.75;11.5133905411;6;23.0662822723;
34;1;12.0;21.0;7;22.0;2;26.75;11.5331411362;6;23.1059447527;
35;1;12.0;22.0;6;22.0;2;26.75;13.5331411362;4;23.1457372904;
36;2;12.0;23.0;5;37.0;2;26.75;15.5331411362;4;23.1856285334;
37;2;13.0;24.0;5;37.75;2;26.75;17.5331420898;4;23.2255871296;
38;2;14.0;25.0;6;38.4193744659;2;26.75;19.5331420898;5;23.265581131;
39;2;15.0;26.0;7;39.0072898865;2;26.75;21.5331420898;4;23.3055787086;
40;2;16.0;27.0;7;39.5162696838;2;26.75;21.6527900696;4;23.3455479145;
