Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
3;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;4;17.25;
4;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;4;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;4;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;4;17.25;
7;1;14.0;10.0;5;20.3999996185;1;14.8999996185;8.625;4;17.5949993134;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;14.7768793106;10.3632001877;4;22.8194274902;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;15.2687425613;10.9097137451;4;23.7716035843;1;16.2000274658;9.3333568573;4;19.3355960846;
11;2;17.268743515;11.3658018112;4;24.5557456017;1;17.2000274658;9.6677980423;4;19.8991127014;
12;2;19.268743515;11.7372808456;4;25.1909515858;1;18.2000274658;9.94955635071;4;20.3669185638;
13;2;20.3243408203;12.0336990356;4;25.6996334791;1;19.2000274658;10.1834592819;4;20.7504444122;
14;2;20.5648345947;12.2662630081;4;26.10437572;1;20.2000274658;10.3752222061;4;21.0616092682;
15;2;20.746969223;12.446267128;4;26.2577478886;1;21.2000274658;10.5308046341;5;21.25;
16;2;20.8159866333;12.5;4;26.3048160076;1;22.2000274658;10.625;5;21.25;
17;2;20.8371677399;12.5;4;26.3530313969;1;23.2000274658;10.625;5;21.25;
18;2;20.8588638306;12.5;4;26.4023760557;1;24.2000274658;10.625;5;21.25;
19;2;20.8810691833;12.5;4;26.4528282881;1;24.75;10.625;5;21.25;
20;2;20.9037723541;12.5;4;26.5043625832;1;24.75;10.625;5;21.25;
21;2;20.9269638062;12.5;4;26.5569496155;1;24.75;10.625;6;21.25;
22;2;20.9506263733;12.5;11;26.6105561256;1;24.75;10.625;6;21.25;
23;2;20.9747505188;12.5;11;26.6651450396;1;24.75;10.625;7;21.25;
24;2;20.9993152618;12.5;11;26.72067523;1;24.75;10.625;7;21.25;
25;2;21.0243034363;12.5;11;26.7771017551;1;24.75;10.625;7;21.25;
26;2;23.0496959686;12.5;11;26.8343759775;1;24.75;10.625;7;21.25;
