Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;4;23.0;1;8.0;10.0;5;20.0;
5;1;9.60000038147;11.5;4;23.0;1;8.0;10.0;4;20.0;
6;1;10.6000003815;11.5;4;23.0;1;9.0;10.0;3;20.0;
7;1;11.6000003815;11.5;4;23.0;1;9.5;10.0;3;20.0;
8;1;11.8999996185;11.5;4;23.4599990845;1;9.5;10.0;3;20.3999996185;
9;1;12.0380001068;11.7299995422;4;23.8212833405;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;12.1463851929;11.9106416702;4;24.0;1;9.66343975067;10.3632001877;3;20.9903717041;
11;1;12.2000007629;12.0;4;25.2000007629;1;9.72283363342;10.4951858521;3;22.0419120789;
12;1;14.1463851929;12.6000003815;4;26.1576004028;1;9.95943069458;11.0209560394;4;22.9143505096;
13;1;15.1463851929;13.0788002014;4;26.9011039734;1;11.7228336334;11.4571752548;4;23.6214065552;
14;1;16.1463851929;13.4505519867;5;27.4657306671;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;17.1463851929;13.7328653336;4;27.88712883;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;18.1463851929;13.943564415;4;28.0;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;19.1463851929;14.0;4;28.0;1;15.7228336334;12.4808797836;4;25.0;
18;2;20.1463851929;14.0;4;28.0;1;16.7228336334;12.5;4;25.0;
19;2;20.3999996185;14.0;5;28.0;1;17.625;12.5;5;25.0;
20;2;20.3999996185;14.0;6;28.0;1;17.625;12.5;6;25.0;
21;2;20.3999996185;14.0;6;28.0;1;17.625;12.5;5;25.0;
22;2;20.3999996185;14.0;6;28.0;1;17.625;12.5;5;25.0;
23;2;20.3999996185;14.0;7;28.0;1;17.625;12.5;6;25.0;
24;2;20.3999996185;14.0;7;28.0;1;17.625;12.5;6;25.0;
25;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;7;25.0;
26;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;7;25.0;
27;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;7;25.0;
28;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;8;25.0;
29;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;8;25.0;
30;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;8;25.0;
31;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;6;25.0;
32;3;20.3999996185;14.0;7;28.0;1;17.625;12.5;6;25.0;
33;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
34;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
35;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
36;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
37;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
38;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
39;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
40;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
41;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;6;25.0;
42;3;20.3999996185;14.0;8;28.0;1;17.625;12.5;7;25.0;
43;3;20.3999996185;14.0;9;28.0;1;17.625;12.5;7;25.0;
44;3;20.3999996185;14.0;9;28.0;1;17.625;12.5;7;25.0;
45;3;20.3999996185;15.0;10;28.0;1;17.625;12.5;7;25.0;
