Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;6;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;8.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;4;24.2066050768;1;9.0;10.0;6;20.0;
7;2;10.4464864731;11.543302536;4;24.78139925;1;9.5;10.0;6;20.0;
8;2;10.5758142471;11.7641716003;4;25.5226647854;1;9.5;10.0;6;20.3999996185;
9;2;10.7425994873;12.0549411774;4;26.1562004089;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;10.8851451874;12.2827939987;4;26.7059569359;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.0088405609;12.4589796066;5;27.0063481331;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;13.9295558929;12.5;5;27.2469825745;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;15.9295558929;12.5;5;27.5110707283;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;17.0922470093;12.5;5;27.7995657921;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;18.1571598053;12.5;5;28.1131293774;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;19.2277107239;12.5;5;28.4520516396;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;20.3039665222;12.5;5;28.8161723614;1;15.7228336334;12.4808797836;6;25.0;
18;2;20.4836387634;12.5;6;29.2048048973;1;16.7228336334;12.5;7;25.0;
19;2;20.5710811615;12.5;6;29.6166739464;1;17.625;12.5;7;25.0;
20;2;20.6637516022;12.5;6;30.0498714447;1;17.625;12.5;7;25.0;
