Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;15.2867431641;10.9097137451;4;23.8127875328;2;11.597111702;10.4951858521;4;23.0719120502;
11;2;17.2867431641;11.3658018112;4;24.5981152058;2;11.9215736389;11.0209560394;4;23.9749414921;
12;2;19.2867431641;11.7372808456;4;25.2345055342;2;13.9215736389;11.4571752548;4;24.7131726742;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;15.9215736389;11.8107032776;5;25.3067810535;
14;2;21.3640708923;12.2662630081;5;26.1502821445;2;16.94962883;12.0916318893;5;25.7784451246;
15;2;22.3847293854;12.446267128;5;26.3048160076;2;17.9593238831;12.3113050461;5;26.1504684687;
16;2;23.4059104919;12.5;5;26.3530313969;2;18.9691867828;12.4808797836;5;26.2221269608;
17;2;24.4276065826;12.5;5;26.4023760557;2;19.9792118073;12.5;5;26.2560760975;
18;2;25.4498119354;12.5;5;26.4528282881;2;20.989397049;12.5;4;26.2905418873;
