Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;9.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;9.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;10.0;10.0;5;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;11.0;10.0;5;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;11.0;10.0;3;20.3999996185;2;10.0409517288;10.5;4;22.5249304771;
8;2;11.4200000763;10.1999998093;2;21.7264003754;2;10.0681095123;10.5;4;23.0894187689;
9;2;11.5179204941;10.3632001877;2;21.9903717041;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;11.597111702;10.4951858521;2;23.0819120407;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;11.9245738983;11.0209560394;2;23.99553442;2;10.3983440399;11.0;4;25.8316864967;
12;2;13.9245738983;11.4571752548;1;24.7449600697;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;15.9245738983;11.8107032776;2;25.3503712416;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;16.9627056122;12.0916318893;2;25.8344515562;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;17.9761257172;12.3113050461;2;26.2195074558;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;18.9898986816;12.4808797836;2;26.3048160076;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;20.0040187836;12.5;2;26.3530313969;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;21.0184822083;12.5;2;26.4023760557;2;20.0653820038;14.0;5;33.5542383194;
19;2;21.9207134247;12.5;3;26.4528282881;2;21.1997051239;14.0;5;34.1899633408;
20;2;21.9358482361;12.5;3;26.5043625832;2;21.692741394;14.0;5;34.8591008186;
21;2;21.9513092041;12.5;3;26.5569496155;2;21.843296051;14.0;5;35.5546751022;
22;2;21.9670848846;12.5;3;26.6105561256;2;21.9998016357;14.0;5;36.2682390213;
23;2;21.9831676483;12.5;3;26.6651450396;2;22.1603527069;14.0;6;36.9902019501;
24;2;21.9995441437;12.5;4;26.72067523;2;22.3227958679;14.0;6;37.7102985382;
25;3;21.5;13.0162029266;3;26.7771017551;2;22.4848175049;14.0;6;38.4181499481;
26;3;22.0331306458;12.5;3;26.8343759775;2;22.6440830231;14.0;6;39.1038570404;
27;3;21.5;13.4171876907;3;26.8924454451;2;22.7983665466;14.0;7;39.758556366;
28;3;22.0677337646;12.5;3;26.9512542486;2;22.9456748962;14.0;7;40.374874115;
29;3;21.5;13.4756269455;3;27.0107431412;2;23.0843467712;14.0;7;40.947227478;
30;3;21.5;13.5053710938;3;27.0708494186;2;21.2131252289;15.0;7;41.4719495773;
31;3;22.1212539673;12.5;3;27.1315076351;3;21.3311882019;16.5;6;42.9472465515;
32;3;21.5;13.5;3;27.1926498413;3;21.438129425;17.0;6;43.5330210924;
33;3;22.1577949524;12.5;3;27.2542052269;3;20.7949295044;18.0;6;44.0943409204;
34;3;21.5;13.5;3;27.3161010742;3;19.9212265015;19.0;6;44.6365213394;
35;3;22.1948299408;12.5;3;27.3782629967;3;19.7432174683;20.0;6;45.1657902002;
36;3;22.2134780884;12.5;5;27.4406147003;3;19.8623027802;21.0;7;45.6889178753;
37;3;22.2321853638;12.5;5;27.5030794144;3;19.9800071716;22.0;8;46.2128632069;
38;3;22.2509231567;12.5;4;27.5655794144;3;20.0978927612;23.0;8;46.7230784893;
39;3;20.2696743011;13.5;5;27.628036499;3;19.6000003815;25.0;10;47.1118502617;
40;3;20.5;13.5;5;27.690372467;3;19.6000003815;26.5559253693;10;47.544028759;
41;3;22.3071117401;12.5;6;27.7525100708;3;20.3974075317;26.0;10;48.0209121704;
42;3;22.3257522583;14.5;6;27.8143725395;3;20.5047054291;27.0;12;48.5427899361;
43;3;22.3443107605;16.5;7;27.8758842945;3;21.622127533;25.0;12;49.1086950302;
