Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;4;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;4;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;1;15.5569992065;8.79749965668;3;17.8861961365;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;15.7317180634;8.94309806824;3;18.6667137146;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;16.2000274658;9.3333568573;3;19.3355960846;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;17.2000274658;9.6677980423;3;19.8991127014;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;18.2000274658;9.94955635071;3;20.3669185638;1;21.0916557312;12.0336990356;6;24.5325260162;
13;1;19.2000274658;10.1834592819;3;20.7504444122;1;22.0916557312;12.2662630081;6;24.892534256;
14;1;20.2000274658;10.3752222061;3;21.0616092682;1;23.0916557312;12.446267128;6;25.0;
15;1;21.2000274658;10.5308046341;4;21.25;1;24.0916557312;12.5;6;25.0;
16;1;22.2000274658;10.625;4;21.25;1;25.0916557312;12.5;5;25.0;
17;1;23.2000274658;10.625;4;21.25;1;26.0916557312;12.5;5;25.0;
18;1;24.2000274658;10.625;4;21.25;1;27.0;12.5;6;25.0;
19;1;24.75;10.625;4;21.25;1;27.0;12.5;6;25.0;
20;1;24.75;10.625;4;21.25;1;27.0;12.5;6;25.0;
21;1;24.75;10.625;5;21.25;1;27.0;12.5;6;25.0;
22;1;24.75;10.625;5;21.25;1;27.0;12.5;6;25.0;
23;1;24.75;10.625;5;21.25;2;27.0;12.5;5;25.0;
24;1;24.75;10.625;5;21.25;2;27.0;12.5;5;25.0;
25;1;24.75;10.625;5;21.25;2;27.0;12.5;5;25.0;
