Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;8.0;10.0;4;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;9.0;10.0;4;20.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;9.0;10.0;3;20.0;2;8.34376049042;10.5;3;22.4042263031;
6;1;10.0;10.0;2;20.0;2;9.46595096588;10.5;3;22.5249304771;
7;1;11.0;10.0;2;20.0;2;10.0681095123;10.5;3;22.6541694403;
8;1;11.0;10.0;2;20.3999996185;2;10.0971889496;10.5;3;23.2287653685;
9;2;11.1199998856;10.3999996185;1;21.7264003754;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;11.5179204941;10.3632001877;1;21.9903717041;2;10.3400268555;10.8792181015;2;24.1532578468;
11;2;11.597111702;10.4951858521;1;23.0719120502;2;10.4344825745;11.0;2;26.0129473209;
12;2;11.9215736389;11.0209560394;1;23.9749414921;2;10.8529129028;11.7700004578;2;27.6574776173;
13;2;13.9215736389;11.4571752548;2;24.7131726742;2;12.5872430801;12.4126424789;2;29.0951218605;
14;2;15.9215736389;11.8107032776;2;25.3067810535;2;14.5872430801;12.9308347702;2;30.3518810272;
15;2;16.94962883;12.0916318893;2;25.7784451246;2;16.5872421265;13.3366470337;3;31.4625301361;
16;2;17.9593238831;12.3113050461;2;26.1504684687;3;17.8879413605;13.6469516754;2;32.4630823135;
17;2;18.9691867828;12.4808797836;2;26.2221269608;3;19.0082912445;13.879781723;2;33.2818861008;
18;2;19.6125736237;12.5;2;26.2560760975;3;20.138425827;14.0;2;33.9008235931;
19;2;20.6125736237;12.5;2;26.2905418873;3;21.2776870728;14.0;2;34.5557665825;
20;2;21.8871631622;12.5;3;26.3255085945;3;21.7750473022;14.0;2;35.2404661179;
21;2;21.5;12.5;3;26.3609591722;3;21.9291038513;14.0;2;35.9471020699;
