Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;11.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.3000001907;10.0;4;21.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.4499998093;10.0;4;21.0900000334;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.4905004501;10.0;4;21.1871190071;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.5342035294;10.0;4;21.7036092281;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.7666244507;10.1999998093;4;22.1564130783;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.9703855515;10.3632001877;4;23.4291926622;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;15.5431365967;10.9097137451;4;24.540822506;
11;1;10.6065406799;12.4589796066;6;25.0;2;17.5431365967;11.3658018112;4;25.5043385029;
12;1;12.5272569656;12.5;6;25.0;2;19.5431365967;11.7372808456;4;26.3401436806;
13;1;13.5272569656;12.5;6;25.0;2;20.8414783478;12.0336990356;5;27.0718023777;
14;1;14.5272569656;12.5;6;25.0;2;21.9614181519;12.2662630081;5;27.7228300571;
15;1;15.5272569656;12.5;6;25.0;2;23.092376709;12.446267128;5;28.1464314461;
16;1;16.527256012;12.5;6;25.0;2;24.2346363068;12.5;4;28.4879314899;
17;1;17.527256012;12.5;6;25.0;2;25.3883113861;12.5;4;28.8545851707;
18;1;17.625;12.5;6;25.0;2;26.5533065796;12.5;4;29.2456488609;
19;1;17.625;12.5;7;25.0;2;27.1605415344;12.5;5;29.659784317;
20;1;17.625;12.5;8;25.0;2;27.3469028473;12.5;5;30.0950183868;
21;1;17.625;12.5;8;25.0;2;27.5427589417;12.5;5;30.5487289429;
22;1;17.625;12.5;8;25.0;2;27.7469291687;12.5;6;31.0176672935;
23;1;17.625;12.5;8;25.0;2;27.957950592;12.5;6;31.4980173111;
