Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;16.0;10.0;5;20.3999996185;1;9.0;10.0;4;20.0;
7;2;17.6000003815;10.1999998093;4;21.7264003754;1;9.5;10.0;4;20.0;
8;2;18.0358409882;10.3632001877;4;22.9494274855;1;9.5;10.0;4;20.3999996185;
9;2;18.7696552277;10.9097137451;4;24.0070346594;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;20.7696552277;11.3658018112;4;24.9122858047;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;22.7696552277;11.7372808456;4;25.6857330799;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;24.0626564026;12.0336990356;5;26.3512378931;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;25.182882309;12.2662630081;5;26.9327886105;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;26.3158073425;12.446267128;5;27.2842636108;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;27.4622135162;12.5;5;27.5518820286;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;28.6227855682;12.5;5;27.8440244198;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;29.7980709076;12.5;5;28.1613030434;1;15.7228336334;12.4808797836;5;25.0;
18;2;30.8967819214;12.5;5;28.5039470196;1;16.7228336334;12.5;5;25.0;
19;2;31.1023674011;12.5;6;28.871723175;1;17.625;12.5;6;25.0;
20;2;31.3230342865;12.5;6;29.263862133;1;17.625;12.5;6;25.0;
21;2;31.5583171844;12.5;6;29.6789975166;1;17.625;12.5;6;25.0;
22;2;31.8073997498;12.5;6;30.1151270866;1;17.625;12.5;7;25.0;
23;2;32.0690765381;12.5;5;30.5695996284;1;17.625;12.5;7;25.0;
24;2;32.341758728;12.5;5;31.0391392708;1;17.625;12.5;7;25.0;
25;3;32.6234817505;12.5;4;31.5199065208;1;17.625;12.5;7;25.0;
26;3;32.911945343;12.5;4;32.007601738;1;17.625;12.5;7;25.0;
27;3;33.2045593262;12.5;4;32.4976010323;1;17.625;12.5;7;25.0;
28;3;33.4985618591;12.5;4;32.9851250648;1;17.625;12.5;7;25.0;
29;3;33.7910766602;12.5;4;33.465420723;1;17.625;12.5;8;25.0;
30;3;34.0792541504;12.5;5;33.9339466095;1;17.625;12.5;8;25.0;
31;3;34.3603668213;14.5;5;34.3865451813;1;17.625;12.5;8;25.0;
32;3;34.6319274902;16.5;5;34.8195896149;1;17.625;12.5;8;25.0;
33;3;34.8917541504;18.5;4;35.2300891876;1;17.625;12.5;8;25.0;
34;3;35.138053894;20.5;4;35.6157541275;1;17.625;12.5;7;25.0;
