Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;4;20.0;
3;2;8.14999961853;10.0;4;22.1200000048;1;8.0;12.0;3;20.0;
4;2;8.31799983978;10.5;4;23.0930562019;1;8.0;11.0;3;20.0;
5;2;8.46395874023;10.9200000763;4;23.9303956032;1;8.0;10.0;2;20.0;
6;2;9.59105682373;11.2650718689;4;24.6492825747;1;9.0;10.0;2;20.0;
7;2;10.5460891724;11.543302536;4;25.2697491646;1;9.5;10.0;2;20.0;
8;2;10.6856927872;11.7641716003;4;26.0647602081;1;9.5;10.0;2;20.3999996185;
9;2;10.8645715714;12.0549411774;4;26.7559332848;1;9.59000015259;10.1999998093;2;20.7264003754;
10;2;11.0200843811;12.2827939987;4;27.366976738;1;9.66343975067;10.3632001877;2;20.9903717041;
11;2;11.1575698853;12.4589796066;5;27.7319030762;1;9.72283363342;10.4951858521;2;22.0419120789;
12;2;14.078286171;12.5;5;28.0397365093;1;9.95943069458;11.0209560394;2;22.9143505096;
13;2;16.0782852173;12.5;5;28.3728995323;1;11.7228336334;11.4571752548;2;23.6214065552;
14;2;17.2861595154;12.5;5;28.7313408852;1;12.7228336334;11.8107032776;2;24.1832637787;
15;2;18.3668079376;12.5;5;29.1144995689;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;19.4530181885;12.5;5;29.521238327;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;20.5445346832;12.5;5;29.949795723;2;15.7228336334;12.4808797836;3;25.0;
18;2;20.7387046814;12.5;6;30.3977622986;2;16.7228336334;12.5;3;25.0;
19;2;20.8394966125;12.5;6;30.8620905876;2;17.625;12.5;3;25.0;
20;2;20.9439697266;12.5;6;31.3391423225;2;17.625;12.5;3;25.0;
21;2;21.0513076782;12.5;6;31.824775219;2;17.625;12.5;3;25.0;
22;2;21.1605739594;12.5;6;32.3144683838;2;17.625;12.5;3;25.0;
23;3;21.2707557678;12.5;5;32.8034796715;2;17.625;12.5;3;25.0;
24;3;21.3807830811;12.5;6;33.2870235443;2;17.625;12.5;5;25.0;
25;3;21.4895801544;12.5;6;33.7604589462;2;17.625;12.5;5;25.0;
26;3;19.625;13.5;6;34.2194671631;2;17.625;12.5;5;25.0;
27;3;19.625;14.5;6;34.6602067947;2;17.625;12.5;5;25.0;
28;3;18.625;13.5;6;35.0794401169;2;17.625;12.5;5;25.0;
29;3;18.625;13.5;6;35.4746103287;2;17.625;12.5;5;25.0;
30;3;19.625;14.5;6;36.8438816071;2;17.625;12.5;5;25.0;
