Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.5;10.0;5;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;9.5;10.0;5;20.3999996185;
9;2;10.4247236252;12.2549409866;4;25.5655879974;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7522573471;12.2827939987;4;26.0479592085;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;10.8607902527;12.4589796066;5;26.2754310369;2;9.94783401489;10.4951858521;4;23.0819120407;
12;2;13.7815074921;12.5;5;26.4377241135;2;10.1934309006;11.0209560394;4;23.99553442;
13;2;15.7815074921;12.5;5;26.6183350086;2;11.9660997391;11.4571752548;4;24.7449600697;
14;2;16.8913822174;12.5;4;26.8187118769;2;13.9660997391;11.8107032776;4;25.3503712416;
15;2;17.936466217;12.5;4;27.0402543545;2;15.9660997391;12.0916318893;4;25.8344515562;
16;2;18.9863128662;12.5;4;27.2842636108;2;16.7228336334;12.6748571396;4;26.2195074558;
17;2;20.0412158966;12.5;4;27.5518820286;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;19.625;13.2655649185;5;27.8440244198;2;19.0164165497;12.5;5;26.3530313969;
19;2;19.625;13.3532075882;5;28.1613030434;2;19.9294319153;12.5;5;26.4023760557;
