Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;1;9.5;10.0;6;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.66343975067;10.6632003784;5;21.9903717041;2;9.66343975067;10.5631999969;4;21.9903717041;
11;2;9.94783401489;10.4951858521;5;23.0819120407;2;9.94783401489;10.4951858521;4;23.1719120741;
12;2;10.1934309006;11.0209560394;5;23.99553442;2;10.2136802673;11.0209560394;5;24.1897815466;
13;2;11.9660997391;11.4571752548;5;24.7449600697;2;12.0098056793;11.4571752548;5;25.0591306686;
14;2;13.9660997391;11.8107032776;5;25.3503712416;2;14.0098056793;11.8107032776;5;25.8015987873;
15;2;15.9660997391;12.0916318893;5;25.8344515562;2;16.0098056793;12.0916318893;5;26.441321969;
16;2;16.9954986572;12.3113050461;5;26.2195074558;2;17.1320438385;12.3113050461;5;27.0020139217;
17;2;18.0058269501;12.4808797836;5;26.3048160076;2;18.1818904877;12.4808797836;5;27.2842636108;
18;2;19.0164165497;12.5;6;26.3530313969;2;19.2367935181;12.5;5;27.5518820286;
