Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;10.0;10.3000001907;5;21.0;
6;2;9.50100040436;11.2650718689;4;24.1166050434;2;11.4499998093;10.0;5;21.0599999428;
7;2;10.4262361526;11.543302536;4;24.5889341831;2;12.4770002365;10.0;5;21.1229639053;
8;2;10.5325098038;11.7641716003;4;25.212254405;2;13.5053339005;10.0;5;21.6001901627;
9;2;10.6727571487;12.0549411774;4;25.7109264135;2;14.5400857925;10.1999998093;5;22.0082015991;
10;2;10.7849578857;12.2827939987;4;26.1074465513;2;14.9036903381;10.3632001877;5;23.2129787207;
11;2;10.8741750717;12.4589796066;5;26.2348128557;2;15.4458408356;10.9097137451;5;24.245090127;
12;2;13.7948913574;12.5;5;26.2813059092;2;15.9102916718;11.3658018112;5;25.1164904833;
13;2;15.7948913574;12.5;5;26.328953743;2;18.4998111725;11.7372808456;5;25.8465604782;
14;2;16.8262710571;12.5;5;26.3777402639;2;20.4998111725;12.0336990356;5;26.4579504728;
15;2;17.8372478485;12.5;5;26.4276455641;2;21.6851844788;12.2662630081;5;26.9734284878;
16;2;18.8484764099;12.5;5;26.4786461592;2;22.7551460266;12.446267128;5;27.245682478;
17;2;19.8599510193;12.5;5;26.5307145119;2;23.8292999268;12.5;5;27.4198198318;
18;2;19.9694099426;12.5;6;26.5838193893;2;24.907661438;12.5;6;27.6032464504;
19;2;19.9813594818;12.5;6;26.6379255056;2;25.9902038574;12.5;6;27.7958021164;
