Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;11.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;11.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;11.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;12.0;10.0;5;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;13.0;10.0;5;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;2;14.4499998093;10.0;4;21.3999996185;2;10.0409517288;10.5;4;22.5249304771;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;10.0681095123;10.5;4;23.0894187689;
9;2;14.7768793106;10.3632001877;4;22.8494274616;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;15.282242775;10.9097137451;4;23.7921946049;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;17.2822418213;11.3658018112;4;24.5663278103;2;10.3983440399;11.0;4;25.8316864967;
12;2;19.2822418213;11.7372808456;4;25.1909153461;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;20.3243255615;12.0336990356;5;25.6883610487;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;21.3388690948;12.2662630081;5;26.0812431574;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;22.3536624908;12.446267128;5;26.2221269608;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;23.3687000275;12.5;5;26.2560760975;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;24.3839759827;12.5;5;26.2905418873;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;25.3994865417;12.5;5;26.3255085945;2;20.0653820038;14.0;5;33.5542383194;
19;2;25.8464794159;12.5;5;26.3609591722;2;21.1997051239;14.0;5;34.1899633408;
20;2;25.8624305725;12.5;5;26.3968753815;2;21.692741394;14.0;5;34.8591008186;
21;2;25.8785934448;12.5;7;26.4332377911;2;21.843296051;14.0;5;35.5546751022;
22;2;25.8949565887;12.5;7;26.4700255394;2;21.9998016357;14.0;5;36.2682390213;
23;2;25.9115104675;12.5;7;26.5072168112;2;22.1603527069;14.0;6;36.9902019501;
24;2;25.9282474518;12.5;7;26.5447884798;2;22.3227958679;14.0;6;37.7102985382;
25;2;25.9451541901;12.5;7;26.5827163458;2;22.4848175049;14.0;6;38.4181499481;
26;3;25.962223053;12.5;7;26.6209751368;2;22.6440830231;14.0;6;39.1038570404;
27;3;25.9794387817;12.5;8;26.6595385075;2;22.7983665466;14.0;6;39.758556366;
28;3;25.9967918396;12.5;8;26.6983793974;2;22.9456748962;14.0;6;40.374874115;
29;3;26.0142707825;12.5;8;26.7374696732;2;23.0843467712;14.0;6;40.947227478;
30;3;26.0318603516;12.5;8;26.7767804861;2;23.2131252289;14.0;7;41.4719495773;
31;3;26.0495510101;12.5;8;26.8162822723;2;23.3311882019;14.0;7;41.9472465515;
32;3;26.0673274994;12.5;8;26.8559447527;2;23.438129425;14.0;7;42.3730211258;
33;3;26.0851745605;12.5;8;26.8957372904;2;23.5339279175;14.0;7;42.7505970001;
34;3;26.1030807495;12.5;8;26.9356285334;2;23.6188831329;14.0;7;43.0823974609;
35;3;26.1210327148;12.5;8;27.9755871296;2;23.6935386658;14.0;7;43.3716182709;
36;3;27.1390151978;15.5;9;28.1055811644;2;23.7586135864;14.0;7;43.6219272614;
