Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;11.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;11.0;10.0;4;20.0;
7;1;11.0;10.0;6;20.3999996185;1;12.0;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;6;20.7264003754;1;13.0;10.0;4;20.3999996185;
9;2;11.5179204941;10.3632001877;5;21.9903717041;1;14.0;10.1999998093;4;20.7264003754;
10;2;11.597111702;10.4951858521;5;23.0819120407;1;14.3268795013;10.3632001877;4;21.8194274902;
11;2;11.9245738983;11.0209560394;5;23.99553442;2;14.8187427521;11.2097139359;3;23.7316036224;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;15.6792221069;11.3658018112;3;24.5145616531;
13;2;15.9245738983;11.8107032776;4;25.3503712416;2;18.268743515;11.7372808456;3;25.1485819817;
14;2;16.6051120758;12.0916318893;3;25.8344515562;2;20.268743515;12.0336990356;3;25.6560795307;
15;2;16.7503356934;12.3113050461;3;26.2195074558;2;21.3243408203;12.2662630081;4;26.0596417189;
16;2;16.865852356;12.4808797836;3;26.3048160076;3;22.3439407349;12.446267128;3;26.211841464;
17;2;18.7782287598;12.5;2;26.3530313969;3;23.3640708923;12.5;3;26.2577478886;
18;2;19.7926940918;12.5;2;26.4023760557;3;24.3847293854;12.5;3;26.3048160076;
19;2;20.8074970245;12.5;3;26.4528282881;3;25.4059104919;12.5;3;26.3530313969;
20;2;21.8226318359;12.5;3;26.5043625832;3;25.8588638306;12.5;3;26.4023760557;
21;2;21.9513092041;12.5;3;26.5569496155;3;25.8810691833;12.5;3;26.4528282881;
22;2;21.9670848846;12.5;3;26.6105561256;3;25.9037723541;12.5;3;26.5043625832;
23;2;21.9831676483;12.5;3;26.6651450396;3;25.9269638062;12.5;3;26.5569496155;
24;2;21.9995441437;12.5;3;26.72067523;3;25.9506263733;12.5;3;26.6105561256;
25;2;22.0162029266;12.5;3;26.7771017551;3;25.9747505188;12.5;3;26.6651450396;
26;3;22.0331306458;12.5;4;26.8343759775;3;25.9993152618;12.5;3;26.72067523;
27;4;21.5;13.2337503433;3;26.8924454451;3;26.0243034363;12.5;3;26.7771017551;
28;4;22.0677337646;12.5;3;26.9512542486;3;25.25;13.5;3;26.8343759775;
29;4;22.0853767395;12.5;3;27.0107431412;3;26.0754699707;12.5;4;26.8924454451;
30;4;20.1032218933;13.5;3;27.0708494186;3;25.25;13.5;4;26.9512542486;
31;4;19.1212539673;14.5;3;27.1315076351;3;25.25;13.8658781052;5;27.0107431412;
32;4;18.1394519806;15.5;6;27.1926498413;3;26.1548347473;12.5;5;27.0708494186;
33;4;17.1577949524;16.5;6;27.2542052269;3;25.25;13.5;5;27.1315076351;
