Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.8999996185;4;22.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;9.0;11.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;10.0;10.0;5;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;11.0;10.0;4;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;12.0;10.0;4;20.0;2;10.0409517288;10.5;4;22.5249304771;
8;1;13.0;10.0;4;20.3999996185;2;10.0681095123;10.5;4;23.0894187689;
9;1;14.0;10.1999998093;4;20.7264003754;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;14.3268795013;10.6632003784;3;22.8194274902;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;15.2687425613;10.9097137451;3;23.7716035843;2;10.3983440399;11.0;4;25.8316864967;
12;2;15.6972227097;11.3658018112;3;24.5557456017;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;18.2867431641;11.7372808456;3;25.1909515858;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;20.2867431641;12.0336990356;2;25.6996334791;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;21.3439407349;12.2662630081;2;26.10437572;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;22.3640708923;12.446267128;2;26.2577478886;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;23.3847293854;12.5;2;26.3048160076;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;24.4059104919;12.5;3;26.3530313969;2;20.0653820038;14.0;5;33.5542383194;
19;2;25.4276065826;12.5;3;26.4023760557;2;21.1997051239;14.0;5;34.1899633408;
20;2;25.8810691833;12.5;3;26.4528282881;2;21.692741394;14.0;5;34.8591008186;
21;2;25.9037723541;12.5;3;26.5043625832;2;21.843296051;14.0;5;35.5546751022;
22;2;25.9269638062;12.5;3;26.5569496155;2;21.9998016357;14.0;5;36.2682390213;
23;2;25.9506263733;12.5;4;26.6105561256;2;22.1603527069;14.0;6;36.9902019501;
24;3;25.9747505188;12.5;3;26.6651450396;2;22.3227958679;14.0;6;37.7102985382;
25;3;23.9993152618;13.5;4;26.72067523;2;22.4848175049;14.0;6;38.4181499481;
26;3;23.0243034363;14.5;4;26.7771017551;2;22.6440830231;14.0;6;39.1038570404;
27;3;22.0496959686;15.5;4;26.8343759775;2;22.7983665466;14.0;7;39.758556366;
28;3;21.0754699707;16.5;4;26.8924454451;2;22.9456748962;14.0;7;40.374874115;
29;3;20.101600647;17.5;4;26.9512542486;2;23.0843467712;14.0;7;40.947227478;
30;3;19.1280651093;18.5;4;27.0107431412;2;21.2131252289;15.0;7;41.4719495773;
31;3;18.1548347473;19.5;4;27.0708494186;2;20.3311882019;16.0;7;41.9472465515;
32;3;17.1818828583;20.5;4;27.1315076351;2;19.438129425;17.0;7;42.3730211258;
33;3;16.2091789246;21.5;4;27.1926498413;2;18.5339279175;18.0;7;42.7505970001;
34;3;15.2366924286;22.5;4;27.2542052269;2;17.6188831329;19.0;7;43.0823974609;
35;3;15.0143928528;23.5;5;27.3161010742;2;17.3935394287;20.0;8;43.3716182709;
