Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;6;20.0;
6;1;13.8999996185;8.625;5;17.25;1;11.0;10.0;5;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;11.0;10.0;5;20.3999996185;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;15.7317180634;8.94309806824;5;18.6667137146;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;16.8000278473;9.3333568573;4;20.3355960846;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;18.8000278473;9.6677980423;4;20.9291126728;2;11.9125738144;11.0209560394;3;23.9343504906;
12;2;20.8000278473;9.94955635071;4;21.4275095463;2;12.180305481;11.4571752548;3;24.6616024971;
13;2;21.8363819122;10.1834592819;4;21.8422105312;2;14.180305481;11.8107032776;3;25.243845582;
14;2;22.8550872803;10.3752222061;4;22.185126543;2;16.180305481;12.0916318893;3;25.7037609816;
15;2;23.8741378784;10.5308046341;5;22.4058350325;2;16.7111282349;12.3113050461;3;26.0636560917;
16;2;24.8935279846;10.625;5;22.4387089014;2;16.8190956116;12.4808797836;3;26.1228116751;
17;2;25.9132537842;10.625;5;22.4721269608;2;18.7236270905;12.5;3;26.1438889503;
18;2;26.933303833;10.625;5;22.5060760975;2;19.7299499512;12.5;3;26.1651208401;
19;2;27.5036449432;10.625;5;22.5405418873;2;20.7363204956;12.5;4;26.1864993572;
20;2;27.5243244171;10.625;5;22.5755085945;2;21.7427330017;12.5;5;26.2080165148;
21;2;27.5453052521;10.625;5;22.6109591722;2;21.5;12.8624048233;5;26.2296639681;
22;2;27.566576004;10.625;6;22.6468753815;2;21.5;12.8688993454;5;26.2514331341;
