Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;4;20.0;
6;1;13.8999996185;8.625;5;17.25;1;11.0;10.0;3;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;11.0;10.0;3;20.3999996185;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;11.5179204941;10.3632001877;2;21.9903717041;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;11.597111702;10.4951858521;2;23.0819120407;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;11.9245738983;11.0209560394;2;23.99553442;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;13.9245738983;11.4571752548;2;24.7449600697;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;15.9245738983;11.8107032776;3;25.3503712416;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;16.9627056122;12.0916318893;3;25.8344515562;
15;2;22.2000274658;10.5308046341;5;22.25;2;17.9761257172;12.3113050461;2;26.2195074558;
16;2;24.2000274658;10.625;5;22.3075000048;2;18.6125736237;12.4808797836;2;26.3048160076;
17;2;25.8345279694;10.625;5;22.3676981926;2;20.0040187836;12.5;2;26.3530313969;
18;2;26.8706474304;10.625;5;22.4306503534;2;21.0184822083;12.5;2;26.4023760557;
19;2;27.4583892822;10.625;5;22.4964048862;2;21.9207134247;12.5;3;26.4528282881;
20;2;27.4978427887;10.625;5;22.5650019646;2;21.5;12.9358482361;4;26.5043625832;
21;2;27.5390014648;10.625;6;22.6364723444;2;21.5;12.9513092041;5;26.5569496155;
22;2;27.5818824768;10.625;6;22.7108361721;2;21.9670848846;12.5;5;26.6105561256;
